,SalePrice,MSZoning,HeatingQC,BedroomAbvGr,GarageArea,YrSold,YearBuilt,LotArea,FullBath,YrSold - YearBuilt
90,109900.0,RL,TA,2,420.0,2006,1950,7200,1,56
91,98600.0,RL,TA,2,480.0,2006,1961,8500,1,45
92,163500.0,RL,Ex,2,432.0,2009,1921,13360,1,88
93,133900.0,C (all),Ex,4,506.0,2007,1910,7200,2,97
94,204750.0,RL,Ex,3,684.0,2007,1997,9337,2,10
95,185000.0,RL,Gd,3,420.0,2009,1993,9765,2,16
96,214000.0,RL,Ex,3,472.0,2006,1999,10264,2,7
97,94750.0,RL,TA,3,432.0,2007,1965,10921,1,42
98,83000.0,RL,Fa,2,366.0,2010,1920,10625,1,90
99,128950.0,RL,Fa,3,0.0,2010,1959,9320,1,51
100,205000.0,RL,Gd,3,480.0,2010,1977,10603,2,33
101,178000.0,RL,TA,3,476.0,2010,1985,9206,2,25
102,118964.0,RL,TA,4,410.0,2009,1979,7018,2,30
103,198900.0,RL,Ex,3,740.0,2010,2009,10402,2,1
104,169500.0,RM,Ex,4,240.0,2007,1931,7758,1,76
105,250000.0,FV,Ex,3,648.0,2008,2003,9375,2,5
106,100000.0,RM,Gd,2,273.0,2007,1885,10800,1,122
107,115000.0,RM,Ex,2,250.0,2008,1948,6000,1,60
108,115000.0,RM,TA,3,0.0,2007,1919,8500,2,88
109,190000.0,RL,Ex,3,546.0,2010,1977,11751,2,33
110,136900.0,RL,Gd,4,325.0,2006,1954,9525,2,52
111,180000.0,RL,Ex,3,400.0,2010,2000,7750,2,10
112,383970.0,RL,Ex,4,792.0,2007,2007,9965,2,0
113,217000.0,RL,TA,3,450.0,2007,1953,21000,2,54
114,259500.0,RL,Ex,3,180.0,2007,1945,7259,2,62
115,176000.0,FV,Gd,2,440.0,2007,1999,3230,2,8
116,139000.0,RL,TA,3,288.0,2009,1962,11616,1,47
117,155000.0,RL,Gd,2,430.0,2007,2006,8536,1,1
118,320000.0,RL,Gd,5,594.0,2010,1990,12376,3,20
119,163990.0,RL,Ex,3,390.0,2006,2005,8461,2,1
120,180000.0,RL,Ex,1,540.0,2006,1969,21453,1,37
121,100000.0,RM,Gd,3,264.0,2007,1939,6060,1,68
122,136000.0,RL,Gd,3,288.0,2008,1958,9464,1,50
123,153900.0,RL,Ex,2,530.0,2008,1993,7892,2,15
124,181000.0,RL,TA,3,435.0,2009,1979,17043,2,30
125,84500.0,RM,Gd,2,0.0,2006,1935,6780,1,71
126,128000.0,RL,TA,2,440.0,2007,1976,4928,2,31
127,87000.0,RM,Ex,3,0.0,2007,1930,4388,1,77
128,155000.0,RL,TA,3,453.0,2006,1966,7590,1,40
129,150000.0,RL,TA,3,750.0,2006,1958,8973,1,48
130,226000.0,RL,Ex,4,487.0,2006,1966,14200,2,40
131,244000.0,RL,Ex,3,390.0,2009,2000,12224,2,9
132,150750.0,RL,Gd,3,624.0,2007,1959,7388,1,48
133,220000.0,RL,Ex,2,471.0,2009,2001,6853,2,8
134,180000.0,RL,Gd,3,440.0,2006,1968,10335,2,38
135,174000.0,RL,Gd,3,530.0,2008,1970,10400,2,38
136,143000.0,RL,TA,3,318.0,2007,1967,10355,2,40
137,171000.0,RL,Gd,5,766.0,2006,1988,11070,3,18
138,230000.0,RL,Ex,3,660.0,2008,1999,9066,2,9
139,231500.0,RL,Ex,3,470.0,2009,1997,15426,2,12
140,115000.0,RL,TA,3,0.0,2010,1971,10500,1,39
141,260000.0,RL,Ex,3,660.0,2006,2005,11645,2,1
142,166000.0,RL,Fa,4,720.0,2010,1952,8520,2,58
143,204000.0,RL,Ex,3,577.0,2009,1999,10335,2,10
144,125000.0,RM,TA,6,504.0,2006,1963,9100,2,43
145,130000.0,RM,Ex,3,380.0,2006,2004,2522,2,2
146,105000.0,RM,TA,2,180.0,2009,1931,6120,1,78
147,222500.0,RL,Ex,3,434.0,2010,2001,9505,2,9
148,141000.0,RL,Ex,3,0.0,2008,2004,7500,1,4
149,115000.0,RM,Gd,3,240.0,2006,1936,6240,1,70
150,122000.0,RL,TA,3,440.0,2007,1975,10356,1,32
151,372402.0,RL,Ex,2,866.0,2008,2007,13891,2,1
152,190000.0,RL,Gd,4,495.0,2006,1971,14803,2,35
153,235000.0,RL,Gd,1,564.0,2008,1960,13500,1,48
154,125000.0,RM,TA,4,312.0,2006,1923,11340,1,83
155,79000.0,RL,Fa,2,0.0,2008,1924,9600,1,84
156,109500.0,RL,TA,2,625.0,2006,1950,7200,1,56
157,269500.0,RL,Ex,4,680.0,2010,2009,12003,2,1
158,254900.0,FV,Ex,3,678.0,2010,2004,12552,2,6
159,320000.0,RL,Ex,4,576.0,2006,2005,19378,2,1
160,162500.0,RL,TA,3,516.0,2008,1984,11120,2,24
161,412500.0,RL,Ex,3,726.0,2008,2003,13688,2,5
162,220000.0,RL,Ex,3,532.0,2010,2005,12182,2,5
163,103200.0,RL,Ex,1,0.0,2007,1956,5500,1,51
164,152000.0,RM,Gd,3,216.0,2007,1926,5400,2,81
165,127500.0,RL,Gd,4,0.0,2008,1940,10106,2,68
166,190000.0,RL,Ex,2,303.0,2009,1955,10708,1,54
167,325624.0,RL,Ex,3,789.0,2007,2007,10562,1,0
168,183500.0,RL,Ex,3,440.0,2007,2004,8244,2,3
169,228000.0,RL,TA,2,511.0,2006,1981,16669,2,25
170,128500.0,RM,TA,2,660.0,2007,1941,12358,1,66
171,215000.0,RL,Fa,3,528.0,2010,1960,31770,1,50
172,239000.0,RL,Gd,2,504.0,2006,1987,5306,2,19
173,163000.0,RL,TA,3,504.0,2008,1961,10197,1,47
174,184000.0,RL,TA,3,616.0,2008,1986,12416,2,22
175,243000.0,RL,TA,4,576.0,2007,1950,12615,2,57
176,211000.0,RL,TA,4,521.0,2007,1988,10029,2,19
177,172500.0,RL,Ex,4,451.0,2006,1958,13650,2,48
178,501837.0,RL,Ex,1,1166.0,2009,2008,17423,2,1
179,100000.0,RM,TA,2,480.0,2007,1923,8520,1,84
180,177000.0,FV,Ex,3,440.0,2007,2000,2117,2,7
181,200100.0,RL,Gd,4,216.0,2006,1920,7588,1,86
182,120000.0,RL,Ex,3,252.0,2007,1957,9060,1,50
183,200000.0,RM,Ex,3,484.0,2008,2003,11426,2,5
184,127000.0,RL,Gd,3,576.0,2006,1908,7438,1,98
185,475000.0,RM,Ex,4,840.0,2006,1892,22950,2,114
186,173000.0,RL,Ex,3,497.0,2009,1990,9947,2,19
187,135000.0,RL,Ex,3,180.0,2009,1916,10410,2,93
188,153337.0,RL,TA,2,528.0,2009,1979,7018,0,30
189,286000.0,RL,Ex,0,682.0,2008,2001,4923,1,7
190,315000.0,RL,TA,3,440.0,2007,1932,10570,2,75
191,184000.0,RL,Gd,4,484.0,2007,1972,7472,1,35
192,192000.0,RL,Ex,3,666.0,2009,1999,9017,2,10
193,130000.0,RM,Ex,3,380.0,2006,2004,2522,2,2
194,127000.0,RL,TA,3,352.0,2008,1972,7180,1,36
195,148500.0,RL,TA,3,440.0,2009,1976,2280,2,33
196,311872.0,RL,Ex,3,786.0,2007,2007,9416,2,0
197,235000.0,RL,Gd,4,795.0,2006,1918,25419,2,88
198,104000.0,RM,Ex,5,0.0,2009,1912,5520,1,97
199,274900.0,RL,Ex,3,856.0,2009,2004,9591,2,5
200,140000.0,RM,Ex,2,440.0,2010,2003,8546,2,7
201,171500.0,RL,TA,3,473.0,2008,1977,10125,2,31
202,112000.0,RL,Gd,2,398.0,2006,1924,7000,2,82
203,149000.0,RM,Ex,1,420.0,2008,2004,4438,1,4
204,110000.0,RM,TA,2,240.0,2009,1947,3500,1,62
205,180500.0,RL,Ex,3,500.0,2009,1990,11851,2,19
206,143900.0,RL,TA,3,349.0,2007,1962,13673,1,45
207,141000.0,RL,TA,3,312.0,2008,1960,12493,1,48
208,277000.0,RL,Ex,3,454.0,2007,1988,14364,2,19
209,145000.0,RL,Ex,3,504.0,2008,1964,8250,1,44
210,98000.0,RL,TA,2,0.0,2008,1925,5604,1,83
211,186000.0,RL,Ex,3,460.0,2010,2009,10420,2,1
212,252678.0,FV,Ex,3,644.0,2009,2009,8640,2,0
213,156000.0,RL,Ex,3,576.0,2006,1995,13568,1,11
214,161750.0,RL,Ex,3,299.0,2010,1977,10900,1,33
215,134450.0,RL,TA,2,447.0,2006,1957,10011,1,49
216,210000.0,RL,Ex,3,484.0,2008,2004,8450,2,4
217,107000.0,RM,Fa,3,210.0,2006,1925,9906,1,81
218,311500.0,RL,Ex,3,431.0,2008,1939,15660,1,69
219,167240.0,RL,Ex,2,438.0,2006,2005,3010,2,1
220,204900.0,RL,Ex,2,675.0,2006,2006,8990,2,0
221,200000.0,RL,Ex,4,390.0,2009,2002,8068,2,7
222,179900.0,RL,TA,3,434.0,2006,1975,11475,2,31
223,97000.0,RL,Gd,2,576.0,2009,1971,10500,1,38
224,386250.0,RL,Ex,3,968.0,2009,2003,13472,2,6
225,112000.0,RM,TA,3,280.0,2009,1971,1680,2,38
226,290000.0,RL,Ex,4,721.0,2007,1995,9950,2,12
227,106000.0,RM,TA,2,280.0,2008,1970,1869,1,38
228,125000.0,RL,TA,3,336.0,2010,1967,8521,1,43
229,192500.0,RL,Ex,2,430.0,2009,2005,3182,2,4
230,148000.0,RL,TA,3,312.0,2010,1959,8760,1,51
231,403000.0,RL,Ex,4,810.0,2009,1995,15138,2,14
232,94500.0,RM,TA,2,288.0,2006,1972,1680,1,34
233,128200.0,RL,TA,3,308.0,2010,1976,10650,1,34
234,216500.0,RL,Ex,4,440.0,2010,2002,7851,2,8
235,89500.0,RM,TA,2,264.0,2008,1971,1680,1,37
236,185500.0,RL,Ex,3,494.0,2010,2004,8773,2,6
237,194500.0,RL,Ex,3,457.0,2010,1993,9453,2,17
238,318000.0,RL,Ex,3,818.0,2007,2007,12030,2,0
239,113000.0,RL,TA,3,220.0,2010,1945,8741,1,65
240,262500.0,FV,Ex,3,750.0,2010,2008,9000,2,2
241,110500.0,RM,Gd,2,0.0,2007,1945,3880,1,62
242,79000.0,RM,Gd,3,352.0,2006,1900,5000,1,106
243,120000.0,RL,TA,3,288.0,2009,1980,10762,1,29
244,205000.0,RL,Ex,3,463.0,2010,1994,8880,2,16
245,241500.0,RL,Gd,3,604.0,2006,1988,10400,2,18
246,137000.0,RM,Gd,4,440.0,2006,1910,9142,2,96
247,140000.0,RL,Ex,2,451.0,2006,1954,11310,1,52
248,180000.0,RL,Ex,3,500.0,2007,2003,11317,2,4
249,277000.0,RL,Gd,4,389.0,2007,1958,159000,2,49
250,76500.0,RL,Ex,3,0.0,2010,1940,5350,1,70
251,235000.0,RM,Ex,2,538.0,2007,2006,4750,2,1
252,173000.0,RL,Ex,3,520.0,2008,2004,8366,2,4
253,158000.0,RL,Ex,3,309.0,2007,1964,9350,2,43
254,145000.0,RL,TA,3,294.0,2010,1957,8400,1,53
255,230000.0,RL,Ex,4,429.0,2006,1999,8738,2,7
256,207500.0,FV,Ex,3,673.0,2008,2003,8791,2,5
257,220000.0,RL,Ex,3,660.0,2009,2006,8814,2,3
258,231500.0,RL,Ex,3,564.0,2008,2001,12435,2,7
259,97000.0,RM,Gd,2,308.0,2008,1956,12702,1,52
260,176000.0,RL,TA,3,884.0,2009,1962,19296,1,47
261,276000.0,RL,Ex,3,868.0,2007,2007,9588,2,0
262,151000.0,RL,TA,3,492.0,2006,1977,8471,1,29
263,130000.0,RM,TA,3,484.0,2010,1929,5500,1,81
264,73000.0,RM,Gd,2,504.0,2008,1925,5232,1,83
265,175500.0,RL,TA,3,576.0,2008,1981,12090,2,27
266,185000.0,RL,Gd,3,413.0,2006,1997,11207,2,9
267,179500.0,RL,Ex,4,240.0,2008,1939,8400,2,69
268,120500.0,RM,Ex,2,924.0,2008,1940,6900,1,68
269,148000.0,RL,TA,3,504.0,2007,1976,7917,1,31
270,266000.0,FV,Gd,3,1053.0,2006,2006,10728,2,0
271,241500.0,RL,Ex,2,439.0,2008,1954,39104,1,54
272,290000.0,RL,Ex,4,671.0,2010,1999,11764,2,11
273,139000.0,RL,Gd,3,338.0,2009,1958,9600,2,51
274,124500.0,RL,TA,2,264.0,2007,1982,8314,1,25
275,205000.0,RL,Gd,3,672.0,2009,1925,7264,2,84
276,201000.0,RL,Ex,3,573.0,2010,2003,9196,2,7
277,141000.0,RL,Ex,2,400.0,2010,1951,19138,1,59
278,415298.0,RL,Ex,3,732.0,2007,2006,14450,2,1
279,192000.0,RL,Ex,4,505.0,2008,1977,10005,2,31
280,228500.0,RL,Gd,3,575.0,2007,1989,11287,2,18
281,185000.0,FV,Gd,2,572.0,2006,2006,7200,2,0
282,207500.0,RL,Ex,2,626.0,2009,2007,5063,2,2
283,244600.0,RL,Ex,3,898.0,2009,2008,9612,2,1
284,179200.0,RL,Gd,2,529.0,2007,1992,8012,2,15
285,164700.0,FV,Ex,2,528.0,2007,2006,4251,2,1
286,159000.0,RL,TA,3,440.0,2006,1962,9786,1,44
287,88000.0,RL,TA,3,0.0,2006,1971,8125,1,35
288,122000.0,RL,TA,3,280.0,2010,1967,9819,1,43
289,153575.0,RL,Ex,3,384.0,2007,1915,8730,1,92
290,233230.0,RL,Ex,3,685.0,2006,2006,15611,2,0
291,135900.0,RL,Ex,6,0.0,2008,1912,5687,2,96
292,131000.0,RL,Gd,3,281.0,2009,1949,11409,1,60
293,235000.0,RL,Fa,3,539.0,2006,1977,16659,2,29
294,167000.0,RL,TA,3,418.0,2009,1953,9600,1,56
295,142500.0,RL,TA,3,588.0,2006,1984,7937,1,22
296,152000.0,RM,TA,4,282.0,2007,1950,13710,1,57
297,239000.0,FV,Ex,3,576.0,2007,1997,7399,2,10
298,175000.0,RL,Gd,3,539.0,2007,1968,11700,1,39
299,158500.0,RL,Ex,3,300.0,2009,1950,14000,1,59
300,157000.0,RL,TA,2,375.0,2006,1953,15750,1,53
301,267000.0,RL,Ex,4,683.0,2007,1998,16226,2,9
302,205000.0,RL,Ex,3,843.0,2006,2001,13704,2,5
303,149900.0,RL,TA,3,552.0,2006,1972,9800,1,34
304,295000.0,RM,Ex,3,870.0,2008,1880,18386,3,128
305,305900.0,RL,Ex,3,888.0,2007,2004,10386,2,3
306,225000.0,RL,Gd,4,746.0,2007,1990,13474,2,17
307,89500.0,RM,TA,3,0.0,2008,1920,7920,1,88
308,82500.0,RL,Ex,1,539.0,2009,1940,12342,1,69
309,360000.0,RL,Ex,3,708.0,2006,2003,12378,2,3
310,165600.0,RL,Gd,3,420.0,2006,1993,7685,2,13
311,132000.0,RL,Ex,2,240.0,2009,1948,8000,1,61
312,119900.0,RM,TA,3,410.0,2006,1939,7800,1,67
313,375000.0,RL,TA,3,513.0,2009,1965,215245,2,44
314,178000.0,RM,Ex,3,546.0,2006,1925,9600,1,81
315,188500.0,RL,Ex,3,432.0,2009,2004,7795,2,5
316,260000.0,RL,TA,4,484.0,2009,1980,13005,2,29
317,270000.0,FV,Ex,3,1025.0,2007,2006,9000,2,1
318,260000.0,RL,Ex,4,656.0,2009,1993,9900,2,16
319,187500.0,RL,TA,3,588.0,2009,1980,14115,2,29
320,342643.0,RL,Ex,4,840.0,2006,2006,16259,3,0
321,354000.0,RL,Ex,4,872.0,2007,2004,12099,2,3
322,301000.0,RL,Ex,4,576.0,2007,1986,10380,2,21
323,126175.0,RM,Ex,3,220.0,2006,1955,5820,1,51
324,242000.0,RL,Ex,5,564.0,2010,1967,11275,2,43
325,87000.0,RM,Po,2,360.0,2007,1941,5000,1,66
326,324000.0,RL,Ex,1,473.0,2008,1993,10846,1,15
327,145250.0,RL,TA,3,292.0,2006,1960,11600,1,46
328,214500.0,RL,Gd,5,441.0,2009,1916,11888,2,93
329,78000.0,RM,TA,3,189.0,2009,1920,6402,1,89
330,119000.0,RL,TA,6,352.0,2007,1964,10624,2,43
331,139000.0,RL,Fa,3,308.0,2007,1958,8176,1,49
332,284000.0,RL,Ex,3,880.0,2009,2003,10655,2,6
333,207000.0,RM,Ex,2,484.0,2008,2004,8198,2,4
334,192000.0,RL,Gd,3,472.0,2008,1998,9042,2,10
335,228950.0,RL,Ex,3,529.0,2008,1965,164660,2,43
336,377426.0,RL,Ex,3,676.0,2007,2005,14157,2,2
337,214000.0,RL,Ex,3,532.0,2008,2002,9135,2,6
338,202500.0,RL,Ex,3,440.0,2006,1984,14145,2,22
339,155000.0,RL,TA,3,297.0,2009,1958,12400,1,51
340,202900.0,RL,Ex,4,431.0,2010,2002,14191,2,8
341,82000.0,RH,Gd,2,294.0,2009,1950,8400,1,59
342,87500.0,RL,Fa,2,400.0,2006,1949,8544,2,57
343,266000.0,RL,Ex,2,564.0,2008,2005,8849,2,3
344,85000.0,RM,TA,3,336.0,2010,1976,2592,1,34
345,140200.0,RL,Gd,3,312.0,2006,1939,6435,1,67
346,151500.0,RL,TA,2,301.0,2007,1960,12772,1,47
347,157500.0,RL,Ex,3,498.0,2009,1960,17600,2,49
348,154000.0,RL,Ex,2,474.0,2008,2003,2448,2,5
349,437154.0,RL,Ex,4,706.0,2006,2005,20431,2,1
350,318061.0,RL,Ex,2,617.0,2007,2007,7820,2,0
351,190000.0,RL,Gd,2,445.0,2006,1986,5271,1,20
352,95000.0,RL,TA,3,200.0,2008,1941,9084,1,67
353,105900.0,RM,Gd,2,484.0,2010,1928,8520,1,82
354,140000.0,RL,Ex,2,240.0,2006,1940,8400,1,66
355,177500.0,RL,Ex,3,521.0,2007,1995,11249,2,12
356,173000.0,RL,Gd,3,400.0,2009,1992,9248,2,17
357,134000.0,RM,TA,3,528.0,2007,1976,4224,1,31
358,130000.0,RL,Ex,3,288.0,2006,1958,6930,1,48
359,280000.0,RL,Ex,3,592.0,2006,1998,12011,2,8
360,156000.0,RL,Ex,2,470.0,2007,1978,7540,1,29
361,145000.0,RL,Gd,3,240.0,2008,1940,9144,1,68
362,198500.0,RL,Ex,4,672.0,2009,2003,7301,3,6
363,118000.0,RM,Gd,2,264.0,2009,1972,1680,1,37
364,190000.0,RL,TA,3,566.0,2006,1976,18800,2,30
365,147000.0,RM,Gd,3,468.0,2009,1920,10690,1,89
366,159000.0,RL,Gd,3,514.0,2009,1963,9500,1,46
367,165000.0,RL,Gd,3,296.0,2008,1962,9150,1,46
368,132000.0,RL,Gd,2,244.0,2010,1954,7800,1,56
369,162000.0,RL,Ex,3,576.0,2010,1959,9830,1,51
370,172400.0,RL,Ex,3,460.0,2006,2000,8121,2,6
371,134432.0,RL,TA,4,680.0,2008,1959,17120,2,49
372,125000.0,RL,TA,2,264.0,2010,1984,7175,1,26
373,123000.0,RL,TA,3,270.0,2009,1953,10634,1,56
374,219500.0,RL,Ex,4,434.0,2007,2003,8200,2,4
375,61000.0,RL,Gd,1,0.0,2009,1922,10020,0,87
376,148000.0,RL,Ex,2,576.0,2006,1996,8846,1,10
377,340000.0,FV,Ex,4,610.0,2007,2004,11143,3,3
378,394432.0,RL,Ex,1,834.0,2010,2010,11394,1,0
379,179000.0,RL,Ex,3,463.0,2009,2000,8123,2,9
380,127000.0,RL,TA,3,308.0,2010,1924,5000,2,86
381,187750.0,FV,Ex,2,572.0,2006,2006,7200,2,0
382,213500.0,RL,Ex,3,639.0,2007,2006,9245,2,1
383,76000.0,RH,TA,2,360.0,2009,1928,9000,1,81
384,240000.0,RL,Ex,3,501.0,2007,1992,53107,2,15
385,192000.0,RL,Ex,2,430.0,2010,2004,3182,2,6
386,81000.0,RL,TA,5,0.0,2006,1910,8410,1,96
387,125000.0,RL,Ex,3,352.0,2009,1976,7200,1,33
388,191000.0,RL,Ex,3,577.0,2008,1999,9382,2,9
389,426000.0,RL,Ex,3,846.0,2008,2007,12474,2,1
390,119000.0,RL,Ex,4,384.0,2008,1900,8405,1,108
391,215000.0,RL,Ex,3,560.0,2009,2001,12209,2,8
392,106500.0,RL,TA,3,294.0,2007,1959,8339,1,48
393,100000.0,RL,TA,2,0.0,2006,1941,7446,1,65
394,109000.0,RL,Gd,2,240.0,2007,1940,10134,1,67
395,129000.0,RL,TA,3,596.0,2010,1956,9571,1,54
396,123000.0,RL,TA,2,600.0,2009,1972,7200,1,37
397,169500.0,RL,TA,4,264.0,2007,1962,7590,2,45
398,67000.0,RM,Gd,2,338.0,2007,1920,8967,1,87
399,241000.0,FV,Ex,2,438.0,2009,2006,8125,2,3
400,245500.0,RL,Ex,1,500.0,2008,1996,14963,1,12
401,164990.0,RL,Ex,3,400.0,2006,2005,8767,2,1
402,108000.0,RL,Ex,2,240.0,2008,1940,10200,1,68
403,258000.0,RL,Gd,4,420.0,2006,1998,12090,2,8
404,168000.0,RL,Gd,3,373.0,2007,1995,10364,2,12
405,150000.0,RL,Ex,3,490.0,2009,1976,9991,2,33
406,115000.0,RL,Ex,3,240.0,2008,1936,10480,1,72
407,177000.0,RL,Ex,4,308.0,2008,1915,15576,2,93
408,280000.0,RL,Ex,3,947.0,2007,2006,14154,2,1
409,339750.0,FV,Ex,3,836.0,2008,2007,10800,2,1
410,60000.0,RL,TA,3,350.0,2009,1958,9571,1,51
411,145000.0,RL,TA,3,572.0,2006,1955,34650,1,51
412,222000.0,FV,Ex,2,484.0,2010,2009,4403,2,1
413,115000.0,RM,Gd,2,360.0,2010,1927,8960,1,83
414,228000.0,RL,Ex,3,678.0,2008,1993,11228,2,15
415,181134.0,RL,Ex,3,396.0,2007,2007,8899,2,0
416,149500.0,RL,TA,3,440.0,2006,1978,7844,1,28
417,239000.0,RL,TA,4,864.0,2007,1918,22420,2,89
418,126000.0,RL,Fa,3,240.0,2007,1940,8160,1,67
419,142000.0,RL,Ex,3,304.0,2010,1968,8450,1,42
420,206300.0,RM,Ex,2,784.0,2008,1997,7060,2,11
421,215000.0,RL,Gd,3,529.0,2009,1977,16635,2,32
422,113000.0,RL,Ex,2,520.0,2008,1954,21750,1,54
