Preço da venda,Zona,Qualidade do Aquecimento,Número de Quartos,Área da Garagem,Área do Lote,Número de Banheiros,Idade do Imóvel,Alta Densidade Residencial,Baixa Densidade Residencial,Comercial,Média Densidade Residencial,Vila Flutuante Residencial,Bom,Excelente,Médio,Razoável,Ruim
176000.0,Vila Flutuante Residencial,Bom,2,440.0,3230,2,8,0,0,0,0,1,1,0,0,0,0
139000.0,Baixa Densidade Residencial,Médio,3,288.0,11616,1,47,0,1,0,0,0,0,0,1,0,0
155000.0,Baixa Densidade Residencial,Bom,2,430.0,8536,1,1,0,1,0,0,0,1,0,0,0,0
320000.0,Baixa Densidade Residencial,Bom,5,594.0,12376,3,20,0,1,0,0,0,1,0,0,0,0
163990.0,Baixa Densidade Residencial,Excelente,3,390.0,8461,2,1,0,1,0,0,0,0,1,0,0,0
180000.0,Baixa Densidade Residencial,Excelente,1,540.0,21453,1,37,0,1,0,0,0,0,1,0,0,0
100000.0,Média Densidade Residencial,Bom,3,264.0,6060,1,68,0,0,0,1,0,1,0,0,0,0
136000.0,Baixa Densidade Residencial,Bom,3,288.0,9464,1,50,0,1,0,0,0,1,0,0,0,0
153900.0,Baixa Densidade Residencial,Excelente,2,530.0,7892,2,15,0,1,0,0,0,0,1,0,0,0
181000.0,Baixa Densidade Residencial,Médio,3,435.0,17043,2,30,0,1,0,0,0,0,0,1,0,0
84500.0,Média Densidade Residencial,Bom,2,0.0,6780,1,71,0,0,0,1,0,1,0,0,0,0
128000.0,Baixa Densidade Residencial,Médio,2,440.0,4928,2,31,0,1,0,0,0,0,0,1,0,0
87000.0,Média Densidade Residencial,Excelente,3,0.0,4388,1,77,0,0,0,1,0,0,1,0,0,0
155000.0,Baixa Densidade Residencial,Médio,3,453.0,7590,1,40,0,1,0,0,0,0,0,1,0,0
150000.0,Baixa Densidade Residencial,Médio,3,750.0,8973,1,48,0,1,0,0,0,0,0,1,0,0
226000.0,Baixa Densidade Residencial,Excelente,4,487.0,14200,2,40,0,1,0,0,0,0,1,0,0,0
244000.0,Baixa Densidade Residencial,Excelente,3,390.0,12224,2,9,0,1,0,0,0,0,1,0,0,0
150750.0,Baixa Densidade Residencial,Bom,3,624.0,7388,1,48,0,1,0,0,0,1,0,0,0,0
220000.0,Baixa Densidade Residencial,Excelente,2,471.0,6853,2,8,0,1,0,0,0,0,1,0,0,0
180000.0,Baixa Densidade Residencial,Bom,3,440.0,10335,2,38,0,1,0,0,0,1,0,0,0,0
174000.0,Baixa Densidade Residencial,Bom,3,530.0,10400,2,38,0,1,0,0,0,1,0,0,0,0
143000.0,Baixa Densidade Residencial,Médio,3,318.0,10355,2,40,0,1,0,0,0,0,0,1,0,0
171000.0,Baixa Densidade Residencial,Bom,5,766.0,11070,3,18,0,1,0,0,0,1,0,0,0,0
230000.0,Baixa Densidade Residencial,Excelente,3,660.0,9066,2,9,0,1,0,0,0,0,1,0,0,0
231500.0,Baixa Densidade Residencial,Excelente,3,470.0,15426,2,12,0,1,0,0,0,0,1,0,0,0
115000.0,Baixa Densidade Residencial,Médio,3,0.0,10500,1,39,0,1,0,0,0,0,0,1,0,0
260000.0,Baixa Densidade Residencial,Excelente,3,660.0,11645,2,1,0,1,0,0,0,0,1,0,0,0
166000.0,Baixa Densidade Residencial,Razoável,4,720.0,8520,2,58,0,1,0,0,0,0,0,0,1,0
204000.0,Baixa Densidade Residencial,Excelente,3,577.0,10335,2,10,0,1,0,0,0,0,1,0,0,0
125000.0,Média Densidade Residencial,Médio,6,504.0,9100,2,43,0,0,0,1,0,0,0,1,0,0
130000.0,Média Densidade Residencial,Excelente,3,380.0,2522,2,2,0,0,0,1,0,0,1,0,0,0
105000.0,Média Densidade Residencial,Médio,2,180.0,6120,1,78,0,0,0,1,0,0,0,1,0,0
222500.0,Baixa Densidade Residencial,Excelente,3,434.0,9505,2,9,0,1,0,0,0,0,1,0,0,0
141000.0,Baixa Densidade Residencial,Excelente,3,0.0,7500,1,4,0,1,0,0,0,0,1,0,0,0
115000.0,Média Densidade Residencial,Bom,3,240.0,6240,1,70,0,0,0,1,0,1,0,0,0,0
122000.0,Baixa Densidade Residencial,Médio,3,440.0,10356,1,32,0,1,0,0,0,0,0,1,0,0
372402.0,Baixa Densidade Residencial,Excelente,2,866.0,13891,2,1,0,1,0,0,0,0,1,0,0,0
190000.0,Baixa Densidade Residencial,Bom,4,495.0,14803,2,35,0,1,0,0,0,1,0,0,0,0
235000.0,Baixa Densidade Residencial,Bom,1,564.0,13500,1,48,0,1,0,0,0,1,0,0,0,0
125000.0,Média Densidade Residencial,Médio,4,312.0,11340,1,83,0,0,0,1,0,0,0,1,0,0
79000.0,Baixa Densidade Residencial,Razoável,2,0.0,9600,1,84,0,1,0,0,0,0,0,0,1,0
109500.0,Baixa Densidade Residencial,Médio,2,625.0,7200,1,56,0,1,0,0,0,0,0,1,0,0
269500.0,Baixa Densidade Residencial,Excelente,4,680.0,12003,2,1,0,1,0,0,0,0,1,0,0,0
254900.0,Vila Flutuante Residencial,Excelente,3,678.0,12552,2,6,0,0,0,0,1,0,1,0,0,0
320000.0,Baixa Densidade Residencial,Excelente,4,576.0,19378,2,1,0,1,0,0,0,0,1,0,0,0
162500.0,Baixa Densidade Residencial,Médio,3,516.0,11120,2,24,0,1,0,0,0,0,0,1,0,0
412500.0,Baixa Densidade Residencial,Excelente,3,726.0,13688,2,5,0,1,0,0,0,0,1,0,0,0
220000.0,Baixa Densidade Residencial,Excelente,3,532.0,12182,2,5,0,1,0,0,0,0,1,0,0,0
103200.0,Baixa Densidade Residencial,Excelente,1,0.0,5500,1,51,0,1,0,0,0,0,1,0,0,0
152000.0,Média Densidade Residencial,Bom,3,216.0,5400,2,81,0,0,0,1,0,1,0,0,0,0
127500.0,Baixa Densidade Residencial,Bom,4,0.0,10106,2,68,0,1,0,0,0,1,0,0,0,0
190000.0,Baixa Densidade Residencial,Excelente,2,303.0,10708,1,54,0,1,0,0,0,0,1,0,0,0
325624.0,Baixa Densidade Residencial,Excelente,3,789.0,10562,1,0,0,1,0,0,0,0,1,0,0,0
183500.0,Baixa Densidade Residencial,Excelente,3,440.0,8244,2,3,0,1,0,0,0,0,1,0,0,0
228000.0,Baixa Densidade Residencial,Médio,2,511.0,16669,2,25,0,1,0,0,0,0,0,1,0,0
128500.0,Média Densidade Residencial,Médio,2,660.0,12358,1,66,0,0,0,1,0,0,0,1,0,0
215000.0,Baixa Densidade Residencial,Razoável,3,528.0,31770,1,50,0,1,0,0,0,0,0,0,1,0
239000.0,Baixa Densidade Residencial,Bom,2,504.0,5306,2,19,0,1,0,0,0,1,0,0,0,0
163000.0,Baixa Densidade Residencial,Médio,3,504.0,10197,1,47,0,1,0,0,0,0,0,1,0,0
184000.0,Baixa Densidade Residencial,Médio,3,616.0,12416,2,22,0,1,0,0,0,0,0,1,0,0
243000.0,Baixa Densidade Residencial,Médio,4,576.0,12615,2,57,0,1,0,0,0,0,0,1,0,0
211000.0,Baixa Densidade Residencial,Médio,4,521.0,10029,2,19,0,1,0,0,0,0,0,1,0,0
172500.0,Baixa Densidade Residencial,Excelente,4,451.0,13650,2,48,0,1,0,0,0,0,1,0,0,0
501837.0,Baixa Densidade Residencial,Excelente,1,1166.0,17423,2,1,0,1,0,0,0,0,1,0,0,0
100000.0,Média Densidade Residencial,Médio,2,480.0,8520,1,84,0,0,0,1,0,0,0,1,0,0
177000.0,Vila Flutuante Residencial,Excelente,3,440.0,2117,2,7,0,0,0,0,1,0,1,0,0,0
200100.0,Baixa Densidade Residencial,Bom,4,216.0,7588,1,86,0,1,0,0,0,1,0,0,0,0
120000.0,Baixa Densidade Residencial,Excelente,3,252.0,9060,1,50,0,1,0,0,0,0,1,0,0,0
200000.0,Média Densidade Residencial,Excelente,3,484.0,11426,2,5,0,0,0,1,0,0,1,0,0,0
127000.0,Baixa Densidade Residencial,Bom,3,576.0,7438,1,98,0,1,0,0,0,1,0,0,0,0
475000.0,Média Densidade Residencial,Excelente,4,840.0,22950,2,114,0,0,0,1,0,0,1,0,0,0
173000.0,Baixa Densidade Residencial,Excelente,3,497.0,9947,2,19,0,1,0,0,0,0,1,0,0,0
135000.0,Baixa Densidade Residencial,Excelente,3,180.0,10410,2,93,0,1,0,0,0,0,1,0,0,0
153337.0,Baixa Densidade Residencial,Médio,2,528.0,7018,0,30,0,1,0,0,0,0,0,1,0,0
286000.0,Baixa Densidade Residencial,Excelente,0,682.0,4923,1,7,0,1,0,0,0,0,1,0,0,0
315000.0,Baixa Densidade Residencial,Médio,3,440.0,10570,2,75,0,1,0,0,0,0,0,1,0,0
184000.0,Baixa Densidade Residencial,Bom,4,484.0,7472,1,35,0,1,0,0,0,1,0,0,0,0
192000.0,Baixa Densidade Residencial,Excelente,3,666.0,9017,2,10,0,1,0,0,0,0,1,0,0,0
130000.0,Média Densidade Residencial,Excelente,3,380.0,2522,2,2,0,0,0,1,0,0,1,0,0,0
127000.0,Baixa Densidade Residencial,Médio,3,352.0,7180,1,36,0,1,0,0,0,0,0,1,0,0
148500.0,Baixa Densidade Residencial,Médio,3,440.0,2280,2,33,0,1,0,0,0,0,0,1,0,0
311872.0,Baixa Densidade Residencial,Excelente,3,786.0,9416,2,0,0,1,0,0,0,0,1,0,0,0
235000.0,Baixa Densidade Residencial,Bom,4,795.0,25419,2,88,0,1,0,0,0,1,0,0,0,0
104000.0,Média Densidade Residencial,Excelente,5,0.0,5520,1,97,0,0,0,1,0,0,1,0,0,0
274900.0,Baixa Densidade Residencial,Excelente,3,856.0,9591,2,5,0,1,0,0,0,0,1,0,0,0
140000.0,Média Densidade Residencial,Excelente,2,440.0,8546,2,7,0,0,0,1,0,0,1,0,0,0
171500.0,Baixa Densidade Residencial,Médio,3,473.0,10125,2,31,0,1,0,0,0,0,0,1,0,0
112000.0,Baixa Densidade Residencial,Bom,2,398.0,7000,2,82,0,1,0,0,0,1,0,0,0,0
149000.0,Média Densidade Residencial,Excelente,1,420.0,4438,1,4,0,0,0,1,0,0,1,0,0,0
110000.0,Média Densidade Residencial,Médio,2,240.0,3500,1,62,0,0,0,1,0,0,0,1,0,0
180500.0,Baixa Densidade Residencial,Excelente,3,500.0,11851,2,19,0,1,0,0,0,0,1,0,0,0
143900.0,Baixa Densidade Residencial,Médio,3,349.0,13673,1,45,0,1,0,0,0,0,0,1,0,0
141000.0,Baixa Densidade Residencial,Médio,3,312.0,12493,1,48,0,1,0,0,0,0,0,1,0,0
277000.0,Baixa Densidade Residencial,Excelente,3,454.0,14364,2,19,0,1,0,0,0,0,1,0,0,0
145000.0,Baixa Densidade Residencial,Excelente,3,504.0,8250,1,44,0,1,0,0,0,0,1,0,0,0
98000.0,Baixa Densidade Residencial,Médio,2,0.0,5604,1,83,0,1,0,0,0,0,0,1,0,0
186000.0,Baixa Densidade Residencial,Excelente,3,460.0,10420,2,1,0,1,0,0,0,0,1,0,0,0
252678.0,Vila Flutuante Residencial,Excelente,3,644.0,8640,2,0,0,0,0,0,1,0,1,0,0,0
156000.0,Baixa Densidade Residencial,Excelente,3,576.0,13568,1,11,0,1,0,0,0,0,1,0,0,0
161750.0,Baixa Densidade Residencial,Excelente,3,299.0,10900,1,33,0,1,0,0,0,0,1,0,0,0
134450.0,Baixa Densidade Residencial,Médio,2,447.0,10011,1,49,0,1,0,0,0,0,0,1,0,0
210000.0,Baixa Densidade Residencial,Excelente,3,484.0,8450,2,4,0,1,0,0,0,0,1,0,0,0
107000.0,Média Densidade Residencial,Razoável,3,210.0,9906,1,81,0,0,0,1,0,0,0,0,1,0
311500.0,Baixa Densidade Residencial,Excelente,3,431.0,15660,1,69,0,1,0,0,0,0,1,0,0,0
167240.0,Baixa Densidade Residencial,Excelente,2,438.0,3010,2,1,0,1,0,0,0,0,1,0,0,0
204900.0,Baixa Densidade Residencial,Excelente,2,675.0,8990,2,0,0,1,0,0,0,0,1,0,0,0
200000.0,Baixa Densidade Residencial,Excelente,4,390.0,8068,2,7,0,1,0,0,0,0,1,0,0,0
179900.0,Baixa Densidade Residencial,Médio,3,434.0,11475,2,31,0,1,0,0,0,0,0,1,0,0
97000.0,Baixa Densidade Residencial,Bom,2,576.0,10500,1,38,0,1,0,0,0,1,0,0,0,0
386250.0,Baixa Densidade Residencial,Excelente,3,968.0,13472,2,6,0,1,0,0,0,0,1,0,0,0
112000.0,Média Densidade Residencial,Médio,3,280.0,1680,2,38,0,0,0,1,0,0,0,1,0,0
290000.0,Baixa Densidade Residencial,Excelente,4,721.0,9950,2,12,0,1,0,0,0,0,1,0,0,0
106000.0,Média Densidade Residencial,Médio,2,280.0,1869,1,38,0,0,0,1,0,0,0,1,0,0
125000.0,Baixa Densidade Residencial,Médio,3,336.0,8521,1,43,0,1,0,0,0,0,0,1,0,0
192500.0,Baixa Densidade Residencial,Excelente,2,430.0,3182,2,4,0,1,0,0,0,0,1,0,0,0
148000.0,Baixa Densidade Residencial,Médio,3,312.0,8760,1,51,0,1,0,0,0,0,0,1,0,0
403000.0,Baixa Densidade Residencial,Excelente,4,810.0,15138,2,14,0,1,0,0,0,0,1,0,0,0
94500.0,Média Densidade Residencial,Médio,2,288.0,1680,1,34,0,0,0,1,0,0,0,1,0,0
128200.0,Baixa Densidade Residencial,Médio,3,308.0,10650,1,34,0,1,0,0,0,0,0,1,0,0
216500.0,Baixa Densidade Residencial,Excelente,4,440.0,7851,2,8,0,1,0,0,0,0,1,0,0,0
89500.0,Média Densidade Residencial,Médio,2,264.0,1680,1,37,0,0,0,1,0,0,0,1,0,0
185500.0,Baixa Densidade Residencial,Excelente,3,494.0,8773,2,6,0,1,0,0,0,0,1,0,0,0
194500.0,Baixa Densidade Residencial,Excelente,3,457.0,9453,2,17,0,1,0,0,0,0,1,0,0,0
318000.0,Baixa Densidade Residencial,Excelente,3,818.0,12030,2,0,0,1,0,0,0,0,1,0,0,0
113000.0,Baixa Densidade Residencial,Médio,3,220.0,8741,1,65,0,1,0,0,0,0,0,1,0,0
262500.0,Vila Flutuante Residencial,Excelente,3,750.0,9000,2,2,0,0,0,0,1,0,1,0,0,0
110500.0,Média Densidade Residencial,Bom,2,0.0,3880,1,62,0,0,0,1,0,1,0,0,0,0
79000.0,Média Densidade Residencial,Bom,3,352.0,5000,1,106,0,0,0,1,0,1,0,0,0,0
120000.0,Baixa Densidade Residencial,Médio,3,288.0,10762,1,29,0,1,0,0,0,0,0,1,0,0
205000.0,Baixa Densidade Residencial,Excelente,3,463.0,8880,2,16,0,1,0,0,0,0,1,0,0,0
241500.0,Baixa Densidade Residencial,Bom,3,604.0,10400,2,18,0,1,0,0,0,1,0,0,0,0
137000.0,Média Densidade Residencial,Bom,4,440.0,9142,2,96,0,0,0,1,0,1,0,0,0,0
140000.0,Baixa Densidade Residencial,Excelente,2,451.0,11310,1,52,0,1,0,0,0,0,1,0,0,0
180000.0,Baixa Densidade Residencial,Excelente,3,500.0,11317,2,4,0,1,0,0,0,0,1,0,0,0
